代碼,學校名稱,公/私立,縣市名稱,鄉鎮市區名稱,地址,電話
011XVD,新北市私立互仁幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區信義里24鄰福壽街99巷6弄1號1樓,(02)29916568
011XVF,新北市私立育誠幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區中原里12鄰中榮街56巷13弄2、6、8號1樓，中原里11鄰中港路中慶巷39、41號1樓,(02)29946485
011XVH,新北市私立文理幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區中全里15鄰中泰街104巷5弄9號及11號1樓中全里16鄰中泰街116號1樓,(02)29949248
011XVI,新北市私立文笙幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區幸福里30鄰昌隆街86號1，2樓88號1，2樓,(02)29982553
011XVK,新北市私立幼愛幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區忠孝里10鄰建中街116巷1弄4號1樓，忠孝里9鄰建中街124、126、128號1樓,(02)29976565
011XVL,新北市私立民生幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區自立里7鄰自立街214巷9弄1號、3號,(02)29923340
011XVM,新北市私立永松幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區光華里7鄰光華街24、26號1、2樓,(02)22020520
011XVP,新北市私立妙博士幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區文衡里12鄰景德路212號1樓至2樓,(02)82015747
011XVQ,新北市私立宏仁幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區立功里19鄰中平路6巷42、44號,(02)29920634
011XVW,新北市私立超級小太陽幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區雙鳳里20鄰天泉二街22巷1號1樓,(02)22091702
011XVY,新北市私立傑瑞兒童村幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區裕民里25鄰中正路887-27號1，2樓、887-27號2樓之1號,(02)29025350
011XW2,新北市私立惠園幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區裕民里2鄰中正路新雅巷20號1，2樓,(02)22095126
011XW6,新北市私立寧馨園幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區民安里29鄰龍安路517號1樓,(02)22039070
011XW7,新北市私立慷乃兒幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區立廷里4鄰中平路178號2樓、182號1樓,(02)29915615
011XW8,新北市私立福華幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區中和里13鄰德豐街1號1樓,(02)22771188
011XW9,輔仁大學學校財團法人輔仁大學附設新北市私立幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區營盤里19鄰中正路510號,(02)29053607
011XWC,新北市私立蓮育幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區瓊林里7鄰瓊林路瓊英巷7號及9號1樓,(02)82011285
011XWE,新北市私立太平洋幼兒園,私立,[01]新北市,新店區,[231]新北市新店區福民里5鄰福園街17巷1號、1-1號、3號1樓,(02)29147943
011XWF,新北市私立心象園幼兒園,私立,[01]新北市,新店區,[231]新北市新店區大豐里17鄰自立街13號1樓,(02)22191077
011XWH,新北市私立芯琦幼兒園,私立,[01]新北市,新店區,[231]新北市新店區玫瑰里22鄰如意街61號1樓、63號1-2樓,(02)22140818
011XWI,新北市私立巨耀幼兒園,私立,[01]新北市,新店區,[231]新北市新店區大豐里5鄰大豐路68巷1號1樓、2樓及70號1樓、2樓,(02)86653555
011XWJ,新北市私立方圓幼兒園,私立,[01]新北市,新店區,[231]新北市新店區國校里3鄰北宜路一段86巷8號1樓2樓,(02)29119788
011XWM,新北市私立向日園幼兒園,私立,[01]新北市,新店區,[231]新北市新店區中央里11鄰中央五街84號1樓,(02)22197399
011XWN,新北市私立安康幼兒園,私立,[01]新北市,新店區,[231]新北市新店區安昌里12鄰安康路2段168號1樓、2樓、3樓,(02)86660666
011XWP,新北市私立芯品幼兒園,私立,[01]新北市,新店區,[231]新北市新店區公崙里19鄰安康路2段91巷9號1樓,(02)86665089
011XWQ,新北市私立李氏姐妹幼兒園,私立,[01]新北市,新店區,[231]新北市新店區新德里3鄰中華路5號、9號2樓、9號2樓之1,(02)29122995
011XWR,新北市私立培英幼兒園,私立,[01]新北市,新店區,[231]新北市新店區百福里3鄰三民路75巷12號、14號,(02)29118055
011XWT,新北市私立佳欣幼兒園,私立,[01]新北市,新店區,[231]新北市新店區仁愛里4鄰中正路128巷9弄1號,(02)29138578
011XWV,新北市私立三之三幼兒園,私立,[01]新北市,新店區,[231]新北市新店區文中里1鄰北宜路1段35、37號2樓,(02)86659872
011XWX,新北市私立小天才幼兒園,私立,[01]新北市,新店區,[231]新北市新店區寶安里8鄰文化路73巷8、10號1樓,(02)29127835
011XWZ,新北市私立安馨新店幼兒園,私立,[01]新北市,新店區,[231]新北市新店區柴埕里19鄰安和路2段35號1樓、37號1、2樓,(02)22119727
011XX0,新北市私立幼禾幼兒園,私立,[01]新北市,新店區,[231]新北市新店區百忍里12鄰平等街48巷17、19號,(02)29103808
011XX1,新北市私立菲力中興幼兒園,私立,[01]新北市,新店區,[231]新北市新店區五?里14鄰中興路1段266之1號、266之3號2樓,(02)29185674
011XX4,新北市私立莘莘幼兒園,私立,[01]新北市,新店區,[231]新北市新店區建國里15鄰中正路284巷4弄3號1樓,(02)29124853
011XX5,新北市私立凱撒琳幼兒園,私立,[01]新北市,新店區,[231]新北市新店區安昌里2鄰安德街57巷9號1樓、11號1樓、13號1樓、15號1樓、17號1樓,(02)22122588
011XX6,新北市私立景文幼兒園,私立,[01]新北市,新店區,[231]新北市新店區德安里7鄰安德街120巷16號1、2樓,(02)22122934
011XXD,新北市私立漢華幼兒園,私立,[01]新北市,新店區,[231]新北市新店區公崙里26鄰安忠路57巷26弄29號、31號1樓,(02)22116868
011XXG,新北市私立樂童幼兒園,私立,[01]新北市,新店區,[231]新北市新店區大同里16鄰大豐路16巷9號、11號1樓,(02)29147856
011XXH,新北市私立樂韻幼兒園,私立,[01]新北市,新店區,[231]新北市新店區中興里9鄰中興路1段171、173號1樓,(02)29110748
011XXJ,新北市私立童心圓幼兒園,私立,[01]新北市,新店區,[231]新北市新店區文明里7鄰中興路一段101號1樓,(02)86656688
011XXK,新北市私立文林幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區保安里18鄰千歲街46巷12、14號1樓,(02)26811737
011XXL,新北市私立企鵝家族幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區育英里17鄰文化街22，24號1，2，3樓,(02)26853115
011XXN,新北市私立立群幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區圳福里13鄰千歲街106號及108號1、2樓,(02)26862021
011XXU,新北市私立冠軍幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區三福里27鄰忠愛街15號1樓,(02)26890676
011XXW,新北市私立建丞幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區三福里31鄰三寶街6號1~2樓、8號1~2樓,(02)26888993
011XXX,新北市私立政達幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區三福里32鄰三福街56巷5號1，2樓,(02)26889819
011XXY,新北市私立迴龍幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區三龍里15鄰三俊街35號1樓,(02)26891721
011XY2,新北市私立樹林匯文幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區和平里20鄰太平路33巷10號1樓,(02)86845525
011XY4,新北市私立澄品幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區和平里17鄰仁愛街12巷4、6號1~2樓,(02)86857862
011XY6,新北市私立長青幼兒園,私立,[01]新北市,鶯歌區,[239]新北市鶯歌區永吉里16鄰鶯桃路188號,(02)26794011
011XY8,新北市私立宏鶯幼兒園,私立,[01]新北市,鶯歌區,[239]新北市鶯歌區永昌里10鄰鶯桃路95巷16、18號1、2樓,(02)26706022
011XYB,新北市私立愛迪生幼兒園,私立,[01]新北市,鶯歌區,[239]新北市鶯歌區永昌里18鄰建國路556號1、2、3樓,(02)26704615
011XYD,新北市私立學詮幼兒園,私立,[01]新北市,鶯歌區,[239]新北市鶯歌區永吉里1鄰德昌街131號1、2樓,(02)86771515
011XYE,新北市私立文化幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區鳶山里3鄰大勇路3巷1、3號,(02)26717156
011XYF,新北市私立文強幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區鳶山里18鄰中山路257巷2號、4號1樓,(02)26718832
011XYG,新北市私立育全三峽幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區礁溪里3鄰長泰街24號1樓、24之1號1樓、2樓、3樓,(02)26748181
011XYH,新北市私立小甜甜幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區鳶山里10鄰中山路106巷17弄14號1、2樓,(02)77306611
011XYI,新北市私立小樹苗幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區龍埔里27鄰復興路80巷14弄1、5號,(02)26732336
011XYJ,新北市私立金祥慈幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區永?里19鄰和平街36巷7弄1號1.2樓,(02)26741273
011XYK,新北市私立佳兒幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區安溪里4鄰中正路1段108巷30號1-2樓,(02)26718964
011XYM,新北市三峽區農會附設新北市私立幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區礁溪里8鄰長泰街98巷5號2樓,(02)26711002#126
011XYO,新北市私立東北藝園幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區八張里8鄰民族街28巷9弄12、16、20號各1樓,(02)26713321
011XYP,新北市私立恆育幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區溪東里1鄰橫溪路99巷76，78，80號,(02)86763857
011XYQ,新北市私立朝陽幼兒園,私立,[01]新北市,三峽區,[237]新北市三峽區永?里24鄰復興路132巷7號1、2樓,(02)26719202
011XYS,新北市私立小親親幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區民生里12鄰民生路124巷11弄3號1~2樓、5號1~2樓,(02)28097113
011XYT,新北市私立淡水啟文幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區北新里10鄰北新路188號1、2樓,(02)26216505
011XYV,新北市私立紅樹林幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區八勢里7鄰中正東路二段7號1樓,(02)28090930
011XYY,新北市私立淡水新興幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區新興里4鄰新興街43號1樓及夾層,(02)26294887
011XZ0,新北市私立啟蒙幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區協元里8鄰新生街90巷2號1樓、2之1號1~2樓,(02)26204411
011XZ3,新北市私立愛家幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區新興里3鄰新興街9號1樓、11號1樓、13號1樓,(02)86311045
011XZ5,新北市私立快樂小熊幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區新興里16鄰中山北路1段247巷54號1樓、2樓及56號1樓、2樓,(02)26235611
011XZ6,新北市私立歡樂寶貝熊幼兒園,私立,[01]新北市,淡水區,[251]新北市淡水區民生里1鄰民權路73號1樓(門牌合併含73號1樓、75號2樓),(02)26241218
011XZA,新北市私立汐止一二三幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區復興里20鄰連興街46號2樓、48號1、2樓,(02)26478111
011XZB,新北市私立幼?幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區忠孝里14鄰樟樹一路81號、83號1樓,(02)26429793
011XZD,新北市私立向日葵幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區秀峰里3鄰秀峰路89號1、2樓,(02)26415599
011XZE,新北市私立汐止名人幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區大同里21鄰大同路2段240之1號1樓、240號2樓之3,(02)26497979
011XZF,新北市私立曼哈頓幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區北山里1鄰康寧街61巷1號1、2樓,(02)26956685
011XZH,新北市私立柏克力幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區興福里5鄰福德一路151號、153號1樓、2樓及159巷3號1樓,(02)26943373
011XZK,新北市私立童圓幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區湖光里18鄰民族二街14號及16號1、2、3樓,(02)26958510
011XZM,新北市私立聯合幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區湖興里3鄰翠峰街2巷2號1樓,(02)26424215
011XZN,新北市私立愛樂幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區金龍里15鄰汐止市民族三街1號1樓,(02)26925098
011XZO,新北市私立新大華幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區復興里23鄰龍安路179號1~2樓、181號1樓、183號1樓、185號1~2樓,(02)26433360
011XZP,新北市私立榮光幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區鄉長里12鄰長江街255巷3號1、2樓,(02)26425807
011XZS,新北市私立天翔幼兒園,私立,[01]新北市,土城區,[236]新北市土城區埤林里4鄰學享街47號、49號1、2樓,(02)82612548
011XZW,新北市私立幼強幼兒園,私立,[01]新北市,土城區,[236]新北市土城區延吉里17鄰延吉街78巷1弄2、4、6、8、10號,(02)22617239
011XZY,新北市私立立新幼兒園,私立,[01]新北市,土城區,[236]新北市土城區員林里26鄰中央路2段149巷10弄2號1樓、4號1樓,(02)22634151
011XZZ,新北市私立土城名仁幼兒園,私立,[01]新北市,土城區,[236]新北市土城區?廷里8鄰延吉街217巷9弄3號,(02)82621941
011Y01,新北市私立劍聲幼兒園,私立,[01]新北市,新店區,[231]新北市新店區國豐里4鄰明德路65巷3號、5號、7號及9號,(02)29110883
011Y07,新北市私立碧安幼兒園,私立,[01]新北市,新店區,[231]新北市新店區柴埕里24鄰光華街20.22號,(02)22112577
011Y17,新北市私立名人幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區彭福里22鄰國凱街136巷48號1樓,(02)86869696
011Y22,新北市私立劍聲樹林幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區三福里28鄰三福街47巷16、18、20、22號1樓,(02)26881538
011Y23,新北市私立鑫立群幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區保安里22鄰千歲街104巷18.22號,(02)26862021
011Y24,財團法人新北市私立張方大慈善事業基金會附設新北市私立士箱幼兒園,私立,[01]新北市,樹林區,[238]新北市樹林區樹人里11鄰啟智街106號1-2樓,(02)26812812#11
011Y30,新北市私立育全幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區裕民里17鄰裕民街85巷5號、9號、裕民街55巷14號及裕民街73巷4、6、8號,(02)29024273
011Y34,新北市私立千暉幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區八德里12鄰八德街95巷1弄2、4號1樓、2-1、4-1號2樓、3弄1、3、5、7號1樓,(02)22052788
011Y36,新北市私立安安幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區光明里3鄰民安西路150巷1、3、5號,(02)22023177
011Y37,財團法人天主教會台北教區附設新北市私立恆毅幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區立人里4鄰中正路128巷5號1樓、2樓,(02)29931491
011Y38,財團法人天主教會台北教區附設新北市私立鳴遠幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區興漢里18鄰新興街1號,(02)29929164
011Y39,新北市私立晨光幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區合鳳里17鄰雙鳳路90巷3弄5號,(02)29011339
011Y45,新北市私立思源幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區仁義里9鄰思源路287巷1弄88號,(02)29938322
011Y47,新北市私立惠文領袖幼兒園,私立,[01]新北市,新莊區,[242]新北市新莊區建安里12鄰民安路207巷24號1、2、3樓,(02)22035901
011Y50,新北市私立甜甜幼兒園,私立,[01]新北市,三重區,[241]新北市三重區奕壽里6鄰三和路三段83巷9號1樓、2樓,(02)29729876
011Y52,新北市私立東光幼兒園,私立,[01]新北市,三重區,[241]新北市三重區承德里16鄰仁壽街200號,(02)29732617
011Y53,新北市私立三重忠孝幼兒園,私立,[01]新北市,三重區,[241]新北市三重區六福里10鄰中正北路145巷6弄1號,(02)29894383
011Y60,新北市私立英嘉幼兒園,私立,[01]新北市,三重區,[241]新北市三重區三安里11鄰三和路三段16巷2、4、6、8號1樓,(02)29822666
011Y62,財團法人天主教會台北教區附設新北市私立母心幼兒園,私立,[01]新北市,三重區,[241]新北市三重區大園里5鄰大同北路115巷3號1樓,(02)29711193
011Y66,新北市私立育林幼兒園,私立,[01]新北市,三重區,[241]新北市三重區二重里8鄰頂崁街187巷4號、6號1樓,(02)29811051
011Y67,新北市私立大全幼兒園,私立,[01]新北市,三重區,[241]新北市三重區重明里17鄰重陽路一段26巷37號、39號1樓,(02)29862497
011Y73,新北市私立碧華幼兒園,私立,[01]新北市,三重區,[241]新北市三重區慈祐里11鄰分子尾街32號1樓,(02)29896058
011Y84,新北市私立蘆洲北大幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區鷺江里16鄰三民路臨86號,(02)22810602
011Y86,新北市私立文愛幼兒園,私立,[01]新北市,五股區,[248]新北市五股區民義里18鄰民義路一段112號,(02)82956400
011Y89,新北市私立星辰幼兒園,私立,[01]新北市,五股區,[248]新北市五股區成德里17鄰成泰路3段577巷61號,(02)22912731
011Y91,新北市私立泰山慈惠幼兒園,私立,[01]新北市,泰山區,[243]新北市泰山區貴和里33鄰明志路3段454巷4號、6號,(02)29013352
011Y92,新北市私立青樺幼兒園,私立,[01]新北市,泰山區,[243]新北市泰山區義仁里9鄰民生路17巷27、29號,(02)22961904
011Y95,財團法人臺灣省天主教道明傳教修女會附設新北市私立道明幼兒園,私立,[01]新北市,泰山區,[243]新北市泰山區貴和里24鄰明志路三段295號,(02)29062234
011Y96,新北市私立林口幼兒園,私立,[01]新北市,林口區,[244]新北市林口區菁湖里5鄰林口路89號,(02)26033690#1
011Y9B,新北市私立安佳幼兒園,私立,[01]新北市,土城區,[236]新北市土城區瑞興里10鄰廣明街74、76號,(02)89668515
011Y9D,新北市私立土城育全幼兒園,私立,[01]新北市,土城區,[236]新北市土城區廣興里7鄰學府路1段98巷32號、32-1號1樓、2樓、3樓,(02)22628181
011Y9E,新北市私立培幼幼兒園,私立,[01]新北市,土城區,[236]新北市土城區員林里34鄰中央路二段61巷48號、61巷44弄3號1樓、61巷50弄2號及4號1樓,(02)22605450
011Y9G,新北市私立土農幼兒園,私立,[01]新北市,土城區,[236]新北市土城區大安里7鄰永和路23號1樓，2樓,(02)22696788
011Y9J,新北市私立征洋幼兒園,私立,[01]新北市,土城區,[236]新北市土城區清水里16鄰仁愛路16巷3弄7、7-1、9、9-1號,(02)22611953
011Y9K,新北市海工非營利幼兒園(委託社團法人新北市幼兒成長協會辦理),私立,[01]新北市,土城區,[236]新北市土城區學府里9鄰學府路一段241號1，2樓,(02)22730517
011Y9M,新北市私立頂埔幼兒園,私立,[01]新北市,土城區,[236]新北市土城區頂福里17鄰中州路24巷5號1、2樓,(02)22681395
011Y9R,新北市私立新華園幼兒園,私立,[01]新北市,土城區,[236]新北市土城區清溪里35鄰清水路267號1~2樓,(02)22611016
011Y9S,新北市私立小奈米幼兒園,私立,[01]新北市,板橋區,[220]新北市板橋區華德里12鄰四川路2段23之1、23之2、25之1、25之2號2、3樓,(02)89664504
011YA0,新北市私立文心幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區樓厝里1鄰集賢路222巷3號1樓、5號1、2樓,(02)82823627
011YA2,新北市私立光華幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區玉清里6鄰重陽二街8號1、2樓,(02)28476833
011YA3,新北市私立兜群育資優幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區永樂里5鄰永平街53，55號1樓,(02)22897228
011YA4,新北市私立艾寶貝幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區永樂里22鄰環堤大道172號,(02)22857586
011YA6,新北市私立中冠幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區長安里1鄰中華街64號1、2樓,(02)22815726
011YA9,新北市私立幼育成幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區中路里16鄰和平路162之1號1樓,(02)22828118
011YAE,新北市私立佳佳安幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區仁愛里4鄰水湳街3號1、2樓,(02)28473960
011YAH,新北市私立徐匯幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區溪墘里4鄰民生街1、3號1、2樓,(02)22828908
011YAJ,新北市私立普薪幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區忠孝里3鄰民義街70號、72號1樓,(02)28489156
011YAK,新北市私立國園幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區玉清里2鄰信義路222巷11號1樓,(02)28488082
011YAL,新北市私立愛心園幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區長安里13鄰長安街193巷12、14號1樓,(02)22854116
011YAM,新北市私立新大智幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區樓厝里1鄰集賢路224巷10號1樓,(02)82823627
011YAN,新北市私立興華幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區延平里13鄰長安街73巷3號1、2、3樓,(02)22885696
011YAO,新北市私立蘆幼幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區南港里10鄰永平街32巷57弄2號1樓、6號1樓,(02)2281-2233
011YAR,新北市私立良華幼兒園,私立,[01]新北市,五股區,[248]新北市五股區成德里10鄰成泰路三段543巷9號2樓,(02)22935831
011YAS,新北市私立強生幼兒園,私立,[01]新北市,五股區,[248]新北市五股區成州里22鄰西雲路231號1樓233號1樓,(02)22933223
011YAU,新北市私立華盛頓幼兒園,私立,[01]新北市,五股區,[248]新北市五股區水碓里25鄰成泰路1段101號1樓、2樓、3樓,(02)22917066
011YAW,新北市私立振鋒幼兒園,私立,[01]新北市,五股區,[248]新北市五股區水碓里27鄰明德路73之1號1樓及73號1、2、3樓,(02)22917325
011YAY,新北市私立聖雅幼兒園,私立,[01]新北市,五股區,[248]新北市五股區成州里1鄰成泰路3段377號1樓、377號之1(2樓),(02)22922230
011YAZ,新北市私立優質幼兒園,私立,[01]新北市,五股區,[248]新北市五股區六福里14鄰五福路105號1樓、107號1樓,(02)22929989
011YB1,新北市私立維珍妮幼兒園,私立,[01]新北市,五股區,[248]新北市五股區成州里23鄰西雲路288號1樓,(02)22933212
011YB2,新北市私立德寶幼兒園,私立,[01]新北市,五股區,[248]新北市五股區水碓里16鄰水碓路16巷33號1樓,(02)22912201
011YB4,新北市私立及幼幼兒園,私立,[01]新北市,泰山區,[243]新北市泰山區全興里15鄰仁愛路6巷7弄9號1、2樓,(02)29098116
011YB6,新北市私立振德幼兒園,私立,[01]新北市,泰山區,[243]新北市泰山區義仁里18鄰民權街14巷6號1、2、3樓,(02)22968176
011YB7,新北市私立晴幼幼兒園,私立,[01]新北市,泰山區,[243]新北市泰山區泰友里6鄰明志路2段273巷5弄20號,(02)22963690
011YB9,財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,私立,[01]新北市,泰山區,[243]新北市泰山區明志里19鄰應化街6巷5號,(02)29065374
011YBA,新北市私立心兒園幼兒園,私立,[01]新北市,林口區,[244]新北市林口區麗林里30鄰八德路48巷37號1、2、3樓,(02)26095169
011YBB,新北市私立心語幼兒園,私立,[01]新北市,林口區,[244]新北市林口區西林里11鄰竹林路53巷11號1樓,(02)26024858
011YBC,新北市私立文達幼兒園,私立,[01]新北市,林口區,[244]新北市林口區湖南里11鄰中正路514巷4弄2號1、2樓,(02)26021688
011YBE,新北市私立千愛幼兒園,私立,[01]新北市,林口區,[244]新北市林口區東勢里39鄰忠孝路646巷9號1樓,(02)26007765
011YBF,新北市私立翔祥幼兒園,私立,[01]新北市,林口區,[244]新北市林口區東勢里30鄰麗園二街13巷2號1樓、夾層、2樓,(02)26092168
011YBG,新北市私立林口愛丁堡幼兒園,私立,[01]新北市,林口區,[244]新北市林口區西林里12鄰中興街30號1、2樓,(02)26014082
011YBL,新北市私立新象幼兒園,私立,[01]新北市,深坑區,[222]新北市深坑區埔新里21鄰埔新街58巷11號1、2樓,(02)26625189
011YBM,新北市私立幼親幼兒園,私立,[01]新北市,三芝區,[252]新北市三芝區埔頭里26鄰公正街60號2樓,(02)26368323
011YBO,新北市私立邱吉爾幼兒園,私立,[01]新北市,八里區,[249]新北市八里區舊城里19鄰中華路二段520號1樓、522號1樓,(02)26195551
011YBP,新北市私立星莆幼兒園,私立,[01]新北市,八里區,[249]新北市八里區訊塘里15鄰中山路2段540巷28號1樓,(02)86301185
011YBS,新北市私立大鵬幼兒園,私立,[01]新北市,萬里區,[207]新北市萬里區大鵬里11鄰萬里加投70之3號1、2樓,(02)24980811
011YBU,新北市私立莒光幼兒園,私立,[01]新北市,板橋區,[220]新北市板橋區文化里15鄰松江街60巷9號及11號1樓,(02)22522821
011YBX,新北市私立哈佛園幼兒園,私立,[01]新北市,三重區,[241]新北市三重區永豐里16鄰永福街179巷6號1，2樓，3樓,(02)22866156
011YBY,新北市私立重愛幼兒園,私立,[01]新北市,三重區,[241]新北市三重區田中里10鄰忠孝路三段40巷1之1號1、2樓,(02)29776688
011YBY-01,新北市私立重愛幼兒園三民分班,私立,[01]新北市,三重區,[241]新北市三重區福田里1鄰三民街206之2號2樓,(02)29783188
011YCB,新北市私立溫德爾幼兒園,私立,[01]新北市,五股區,[248]新北市五股區德音里24鄰成泰路一段132號1、2、3樓,(02)22918181
011YCG,新北市私立菲力復興幼兒園,私立,[01]新北市,新店區,[231]新北市新店區信義里1鄰寶元路一段15巷9號1-2樓、11號1-2樓,(02)89113455
011YCK,新北市私立山姆叔叔板橋幼兒園,私立,[01]新北市,板橋區,[220]新北市板橋區松翠里2鄰文化路二段348號1樓、2樓及3樓,(02)82513898
011YCN,新北市私立祐昇幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區樓厝里9鄰中興街177號1樓,(02)22853568
011YCO,新北市私立威頓皇家幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區福安里6鄰仁愛路168號2樓之1及170號1、2樓、2樓之1,(02)26427077
011YCY,新北市私立聯華幼兒園,私立,[01]新北市,新店區,[231]新北市新店區新安里6鄰北新路2段186號1-2樓,(02)29155658
011YCZ,新北市私立西雅圖幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區正義里3鄰光榮路96號1樓,(02)28479900
011YD2,新北市私立愛莉幼兒園,私立,[01]新北市,汐止區,[221]新北市汐止區中興里2鄰福德二路125巷6弄2號1樓,(02)26932141
011YD3,新北市私立溫德爾林口幼兒園,私立,[01]新北市,林口區,[244]新北市林口區湖南里11鄰中正路518之1號,(02)26028181
011YD5,財團法人耕莘健康管理專科學校附設新北市私立實驗幼兒園,私立,[01]新北市,新店區,[231]新北市新店區百和里14鄰民族路112號1、2樓,(02)22189396
011YD6,新北市私立朱徠德幼兒園,私立,[01]新北市,鶯歌區,[239]新北市鶯歌區鳳祥里7鄰鶯桃路301號1、2樓,(02)26799000
011YD7,新北市私立康橋幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區仁德里18鄰鷺江街97號1樓及93號、95號、97號2樓,(02)28487692
011YD8,新北市私立馨園幼兒園,私立,[01]新北市,蘆洲區,[247]新北市蘆洲區正義里8鄰長樂路79號1樓,(02)22881480
011YDC,新北市私立藍天永和幼兒園,私立,[01]新北市,永和區,[234]新北市永和區雙和里1鄰中和路375號3樓,(02)29268677
011YDD,新北市私立愛唯揚幼兒園,私立,[01]新北市,板橋區,[220]新北市板橋區文聖里12鄰大同街97號1、2、3樓,(02)82512555
011YDE,新北市私立鼎群幼兒園,私立,[01]新北市,三重區,[241]新北市三重區光華里12鄰福德北路50號1樓,(02)29706018
